,Type,Gender,Officer-defined ethnicity,Object-of-search,Outcome,Outcome-linked-to-object-of-search,years,Age-min,Age-max
4074,1,1,0,3,0,0,3,1,1
4077,1,1,0,3,0,0,3,1,1
4078,0,1,0,3,0,1,3,1,1
4079,0,1,1,3,0,0,3,1,1
4080,0,1,3,3,1,1,3,2,2
4081,1,1,0,3,0,0,3,1,1
4082,1,1,1,3,0,0,3,1,1
4083,1,1,0,3,0,0,3,1,1
4084,0,1,3,3,0,0,3,0,0
4085,0,1,0,3,1,1,3,0,0
4086,0,1,3,3,1,1,3,2,2
4087,1,1,1,3,0,0,3,1,1
4088,0,1,0,3,1,1,3,2,2
4089,0,1,0,3,0,1,3,1,1
4090,0,1,1,3,0,0,3,2,2
4091,1,1,0,8,0,0,3,2,2
4092,1,1,1,8,0,0,3,1,1
4093,0,1,1,8,0,0,3,2,2
4094,1,1,1,3,1,1,3,1,1
4095,1,1,1,3,0,0,3,1,1
4096,0,1,1,3,0,0,3,2,2
4097,1,1,3,3,0,0,3,1,1
4098,0,1,1,3,0,0,3,1,1
4099,1,1,0,1,1,1,3,0,0
4101,1,1,4,3,0,0,3,1,1
4102,1,1,0,8,0,0,3,2,2
4103,1,1,1,3,0,0,3,1,1
4104,1,1,3,10,1,0,3,2,2
4105,0,1,3,3,1,1,3,1,1
4106,0,1,1,3,0,0,3,1,1
4107,1,1,1,8,0,0,3,2,2
4108,0,1,3,3,1,1,3,2,2
4110,0,1,3,3,0,0,3,0,0
4111,0,1,3,3,1,1,3,2,2
4112,0,1,3,3,1,1,3,1,1
4113,0,0,1,1,1,1,3,1,1
4114,0,0,1,1,1,1,3,1,1
4115,0,0,1,1,1,1,3,1,1
4116,1,1,1,10,0,0,3,0,0
4117,1,1,0,3,0,0,3,1,1
4118,0,1,0,3,1,1,3,1,1
4119,0,1,0,3,0,1,3,2,2
4120,0,1,3,8,0,0,3,1,1
4121,1,1,1,3,0,0,3,1,1
4122,0,1,3,3,0,0,3,1,1
4123,0,1,1,3,1,0,3,0,0
4124,0,1,2,3,0,0,3,2,2
4125,1,1,0,3,4,1,3,2,2
4126,1,1,1,3,0,0,3,1,1
4127,0,1,1,3,1,1,3,2,2
4128,0,1,1,3,0,1,3,1,1
4129,0,1,1,3,1,0,3,1,1
4130,1,1,3,8,0,0,3,2,2
4131,1,1,3,10,1,0,3,2,2
4133,0,1,0,3,1,1,3,2,2
4134,0,1,1,3,1,1,3,1,1
4136,1,1,1,3,1,1,3,1,1
4140,1,1,3,3,5,1,3,1,1
4141,1,1,0,3,5,0,3,2,2
4142,0,1,3,3,1,1,3,2,2
4143,1,1,3,3,5,1,3,2,2
4146,1,1,3,5,1,1,3,2,2
4148,1,1,2,3,5,1,3,2,2
4149,1,0,1,3,0,0,3,1,1
4150,0,1,0,8,1,1,3,2,2
4151,0,1,3,3,0,0,3,2,2
4152,0,1,0,5,0,0,3,0,0
4154,1,1,1,10,0,0,3,0,0
4155,0,1,3,3,1,1,3,2,2
4156,1,1,1,3,0,0,3,1,1
4157,1,1,1,3,0,0,3,2,2
4158,0,0,1,3,0,0,3,1,1
4159,1,0,1,3,0,0,3,1,1
4160,1,1,3,3,5,1,3,1,1
4161,0,1,0,9,0,1,3,2,2
4162,0,1,0,9,0,0,3,2,2
4163,1,1,1,10,1,1,3,0,0
4164,0,1,3,3,1,1,3,2,2
4165,1,1,1,8,0,0,3,1,1
4166,1,1,0,3,5,1,3,2,2
4167,0,1,0,3,5,1,3,2,2
4170,1,1,0,3,0,0,3,1,1
4173,0,1,3,3,5,1,3,0,0
4174,1,1,3,10,0,0,3,2,2
4175,1,1,3,1,0,0,3,0,0
4176,0,1,3,3,1,1,3,1,1
4177,1,0,3,1,1,1,3,1,1
4178,0,1,1,3,1,1,3,0,0
4179,0,0,3,3,0,0,3,2,2
4180,1,1,3,3,5,1,3,2,2
4181,1,0,1,10,1,1,3,2,2
4182,1,1,3,8,1,1,3,1,1
4183,1,1,2,1,1,0,3,2,2
4184,1,1,3,5,0,0,3,0,0
4185,1,1,3,8,0,0,3,0,0
4186,0,1,0,3,1,1,3,2,2
4188,1,1,0,1,0,0,3,1,1
4189,1,1,0,1,0,0,3,0,0
4190,1,1,1,10,0,1,3,0,0
4191,1,1,3,10,0,0,3,2,2
4192,1,1,3,10,0,0,3,0,0
4193,0,1,3,3,1,1,3,1,1
4194,0,1,3,3,1,1,3,2,2
4195,1,1,0,1,0,1,3,0,0
4196,1,1,1,1,0,1,3,1,1
4197,0,1,3,3,1,1,3,1,1
4198,1,1,0,6,0,0,3,2,2
4199,1,1,0,6,0,0,3,2,2
4200,1,1,0,6,0,0,3,2,2
4201,0,1,3,3,0,0,3,1,1
4203,1,1,3,10,0,0,3,0,0
4205,0,1,3,3,1,1,3,1,1
4206,0,1,3,3,1,1,3,2,2
4207,1,1,3,3,1,0,3,2,2
4208,1,1,0,1,0,0,3,0,0
4209,1,1,1,10,1,0,3,2,2
4210,1,1,1,10,1,0,3,2,2
4211,1,1,0,1,0,0,3,0,0
4212,1,1,3,1,0,0,3,0,0
4213,0,1,1,3,0,0,3,2,2
4214,0,1,1,5,5,1,3,1,1
4215,0,1,3,3,1,1,3,1,1
4216,1,1,2,3,0,0,3,1,1
4217,0,1,3,3,1,0,3,1,1
4220,1,1,3,1,1,1,3,1,1
4221,0,1,0,3,1,1,3,1,1
4222,1,0,3,10,1,0,3,0,0
4223,1,1,3,3,0,0,3,1,1
4224,0,1,0,1,1,1,3,0,0
4225,0,1,0,1,1,1,3,0,0
4226,1,1,3,3,0,0,3,1,1
4227,1,1,3,10,4,0,3,0,0
4228,1,1,3,10,0,0,3,0,0
4229,1,1,3,3,0,0,3,2,2
4230,0,1,3,3,1,1,3,2,2
4232,1,1,1,1,0,0,3,2,2
4233,1,1,3,3,0,0,3,2,2
4235,1,1,3,1,4,0,3,2,2
4236,0,1,3,3,0,0,3,1,1
4237,1,1,3,3,1,1,3,1,1
4238,1,1,1,3,4,0,3,1,1
4239,1,1,3,3,5,0,3,2,2
4240,1,1,3,3,4,0,3,2,2
4241,1,0,1,3,0,0,3,1,1
4242,1,1,3,1,0,0,3,2,2
4245,1,1,1,1,0,0,3,1,1
4246,0,1,1,3,0,1,3,2,2
4247,0,1,0,3,1,1,3,2,2
4248,0,1,0,3,1,1,3,2,2
4249,0,1,3,3,0,0,3,0,0
4250,1,1,3,10,1,0,3,1,1
4251,1,1,0,3,0,0,3,2,2
4252,1,0,3,1,1,1,3,1,1
4253,0,1,0,3,5,1,3,1,1
4256,1,0,3,3,0,0,3,1,1
4258,0,1,3,3,0,0,3,1,1
4259,0,1,1,3,0,0,3,2,2
4260,1,1,3,1,0,0,3,1,1
4261,1,1,3,8,0,0,3,1,1
4262,1,1,1,8,0,1,3,2,2
4264,1,1,1,3,0,0,3,2,2
4265,0,1,1,3,0,0,3,1,1
4266,0,1,1,3,0,0,3,2,2
4267,1,1,0,3,1,1,3,1,1
4268,0,1,0,3,1,1,3,1,1
4269,0,1,0,3,1,1,3,1,1
4270,0,1,0,3,0,1,3,1,1
4271,1,1,3,1,0,0,3,2,2
4272,1,1,3,3,0,0,3,1,1
4274,0,1,3,3,1,1,3,2,2
4275,0,1,3,3,0,1,3,2,2
4276,0,1,3,3,0,0,3,2,2
4277,1,1,3,10,0,0,3,0,0
4279,1,1,3,3,0,0,3,2,2
4280,1,1,3,10,1,0,3,2,2
4282,1,1,2,3,0,0,3,2,2
4284,0,0,1,3,5,1,3,1,1
4285,0,1,3,3,5,1,3,1,1
4286,1,1,3,3,0,0,3,2,2
4287,1,1,1,1,1,1,3,1,1
4288,1,1,2,8,1,1,3,1,1
4289,1,1,0,10,1,1,3,0,0
4290,1,1,0,5,1,1,3,1,1
4291,0,1,3,3,1,1,3,2,2
4292,1,1,3,10,1,0,3,0,0
4307,1,1,2,8,0,0,3,1,1
4309,1,1,1,8,0,0,3,1,1
4325,1,1,1,8,0,0,3,1,1
4331,1,0,3,8,0,0,3,0,0
4337,0,0,3,3,0,0,3,1,1
4353,1,1,1,8,0,0,3,1,1
4374,1,1,1,8,0,0,3,1,1
4378,1,1,3,8,0,1,3,2,2
4380,1,0,3,8,1,1,3,1,1
4383,1,1,3,8,0,0,3,1,1
4392,1,1,3,8,0,0,3,1,1
4394,0,0,3,3,0,0,3,1,1
4401,1,1,3,8,0,0,3,2,2
4402,1,1,2,8,0,0,3,1,1
4404,1,1,1,8,0,0,3,2,2
4410,0,1,3,3,1,1,3,2,2
4414,1,1,0,8,4,1,3,2,2
4417,0,1,0,3,1,1,3,2,2
4418,1,1,3,1,1,1,3,2,2
4419,1,1,2,1,0,0,3,2,2
4420,1,1,2,1,0,0,3,2,2
4421,0,1,3,3,0,0,3,2,2
4422,1,1,0,10,1,1,3,2,2
4424,0,1,3,3,11,1,3,2,2
4425,1,1,3,3,0,0,3,2,2
4426,1,1,1,8,0,0,3,1,1
4427,1,1,0,5,0,0,3,0,0
4428,1,1,1,1,1,1,3,1,1
4429,1,1,0,5,0,0,3,2,2
4433,1,1,3,1,1,1,3,2,2
4434,1,1,1,8,0,0,3,1,1
4435,1,1,3,8,0,0,3,1,1
4437,0,1,3,3,5,1,3,1,1
4438,0,1,3,3,0,0,3,1,1
4439,0,1,3,3,5,1,3,1,1
4440,0,1,3,10,0,0,3,2,2
4441,0,1,2,10,0,0,3,1,1
4442,1,1,3,3,0,0,3,1,1
4444,1,1,3,3,5,1,3,2,2
4447,1,1,1,1,0,0,3,0,0
4448,1,1,0,8,0,0,3,2,2
4450,1,1,0,3,0,1,3,0,0
4451,1,1,1,5,0,0,3,2,2
4452,1,1,0,3,0,1,3,0,0
4453,0,1,1,5,0,1,3,2,2
4454,1,1,0,1,0,0,3,0,0
4455,1,1,1,3,0,0,3,2,2
4456,1,0,3,5,0,0,3,1,1
4457,0,1,1,3,1,1,3,2,2
4458,1,1,3,8,1,0,3,1,1
4459,1,1,3,5,0,0,3,1,1
4460,1,1,3,8,0,0,3,1,1
4462,1,1,3,8,0,0,3,1,1
4463,1,1,3,1,0,1,3,0,0
4464,0,1,0,3,1,1,3,2,2
4469,1,0,3,3,5,1,3,2,2
4470,1,0,3,3,5,0,3,0,0
4471,1,1,3,10,0,0,3,0,0
4472,1,1,3,10,0,0,3,0,0
4473,1,0,3,10,0,0,3,0,0
4474,1,1,3,8,0,0,3,2,2
4475,1,1,3,3,0,0,3,2,2
4476,0,1,3,3,5,1,3,2,2
4478,1,1,3,3,0,0,3,1,1
4479,1,1,3,5,0,0,3,1,1
4480,1,1,1,3,0,0,3,1,1
4482,1,1,3,2,0,1,3,2,2
4483,1,1,0,3,5,0,3,2,2
4484,1,1,0,3,0,0,3,1,1
4485,1,1,3,3,0,0,3,2,2
4487,0,1,0,3,1,0,3,1,1
4488,0,1,1,10,0,0,3,1,1
4489,0,1,1,10,0,0,3,1,1
4490,1,1,1,8,0,0,3,1,1
4493,0,1,3,5,0,0,3,2,2
4494,1,0,3,3,0,0,3,1,1
4495,0,1,3,1,0,1,3,2,2
4496,0,1,3,1,1,0,3,2,2
4497,0,1,3,3,1,0,3,2,2
4498,0,1,3,3,1,1,3,1,1
4499,1,1,3,10,1,1,3,0,0
4500,1,1,3,10,0,0,3,2,2
4501,1,1,3,3,0,1,3,2,2
4502,1,1,3,3,5,0,3,1,1
4503,1,1,1,10,1,1,3,1,1
4504,1,1,1,10,1,1,3,1,1
4506,1,0,1,3,1,1,3,1,1
4507,0,1,1,8,1,1,3,1,1
4508,1,1,1,3,12,1,3,2,2
4509,0,1,3,5,1,1,3,1,1
4510,0,1,0,3,0,0,3,1,1
4511,0,1,0,3,5,1,3,1,1
4512,1,1,1,1,1,1,3,0,0
4513,1,1,0,10,0,0,3,2,2
4514,1,1,3,3,0,0,3,2,2
4515,0,0,3,3,1,1,3,1,1
4516,1,1,0,3,0,0,3,2,2
4517,1,1,0,3,0,0,3,2,2
4518,1,1,3,1,0,0,3,0,0
4519,0,1,1,3,0,0,3,2,2
4520,1,0,3,10,0,0,3,0,0
4521,1,1,3,3,5,1,3,1,1
4522,1,1,3,3,0,0,3,1,1
4523,1,1,0,3,0,0,3,1,1
4524,1,1,0,3,0,0,3,1,1
4525,1,1,3,1,1,0,3,0,0
4526,1,1,0,3,0,0,3,1,1
4527,1,1,2,10,0,0,3,2,2
4528,1,1,3,10,0,0,3,2,2
4529,1,0,3,10,0,0,3,0,0
4530,1,1,3,3,0,0,3,1,1
4533,0,1,0,3,0,0,3,1,1
4534,1,1,2,1,0,0,3,0,0
4535,0,1,2,3,1,1,3,1,1
4536,1,1,3,3,0,0,3,2,2
4537,1,1,3,8,0,0,3,2,2
4539,0,1,3,8,0,0,3,0,0
4540,1,1,3,1,0,0,3,2,2
4541,0,1,3,10,1,1,3,1,1
4542,0,1,0,8,0,0,3,0,0
4543,0,1,3,1,1,1,3,1,1
4544,1,1,3,10,1,1,3,1,1
4545,1,1,0,3,1,1,3,1,1
4546,1,1,3,10,0,1,3,0,0
4547,0,1,3,3,0,0,3,1,1
4548,0,1,3,3,1,1,3,1,1
4549,1,0,3,10,1,1,3,2,2
4550,1,1,0,10,1,1,3,2,2
4551,0,1,3,3,1,1,3,2,2
4552,0,1,1,3,5,1,3,2,2
4553,1,1,0,3,1,1,3,0,0
4554,1,1,0,10,1,1,3,0,0
4555,0,1,1,3,1,1,3,2,2
4556,1,1,1,10,0,0,3,0,0
4557,1,1,1,1,0,0,3,1,1
4558,1,0,3,10,0,0,3,0,0
4560,1,1,1,3,0,0,3,2,2
4561,1,1,1,3,0,0,3,2,2
4562,1,1,2,3,0,0,3,2,2
4563,1,1,3,3,11,1,3,1,1
4564,0,1,0,3,0,0,3,2,2
4565,0,0,0,3,0,0,3,2,2
4566,0,0,2,3,0,0,3,2,2
4568,0,1,3,3,0,0,3,2,2
4569,1,1,3,3,1,1,3,2,2
4570,0,1,3,3,1,1,3,2,2
4572,1,1,1,8,0,0,3,1,1
4573,0,1,3,3,1,1,3,1,1
4574,1,1,1,10,0,0,3,0,0
4575,0,1,0,3,0,0,3,2,2
4576,1,1,2,3,0,0,3,1,1
4578,1,1,0,3,0,0,3,2,2
4579,1,1,3,3,0,0,3,1,1
4580,1,1,0,3,0,0,3,1,1
4581,0,1,0,3,1,1,3,2,2
4582,1,1,0,10,0,0,3,0,0
4583,0,1,3,3,5,1,3,2,2
4584,1,1,1,3,5,1,3,2,2
4585,1,1,0,3,0,0,3,1,1
4586,1,1,0,10,0,0,3,0,0
4587,1,1,3,10,0,1,3,1,1
4588,1,1,3,10,0,0,3,0,0
4589,1,1,1,3,5,1,3,2,2
4590,0,1,1,3,0,0,3,2,2
4591,1,1,3,3,0,0,3,1,1
4592,1,1,3,3,0,0,3,2,2
4593,1,1,1,3,0,0,3,2,2
4594,0,1,3,3,1,1,3,2,2
4595,1,1,3,3,0,0,3,1,1
4596,0,1,2,3,0,0,3,1,1
4597,0,1,0,3,5,1,3,2,2
4598,0,1,0,3,0,1,3,2,2
4599,1,1,0,3,5,0,3,1,1
4600,1,1,1,1,0,0,3,0,0
4601,0,1,3,3,0,0,3,1,1
4602,0,1,3,3,0,0,3,1,1
4603,1,1,3,3,0,1,3,1,1
4605,1,1,3,3,12,1,3,1,1
4606,1,1,0,10,1,1,3,1,1
4607,1,1,3,10,1,1,3,1,1
4608,1,1,3,1,1,1,3,1,1
4610,1,1,3,3,0,0,3,1,1
4611,1,1,1,3,0,0,3,1,1
4612,1,1,0,3,0,0,3,1,1
4613,0,1,0,3,0,0,3,2,2
4614,1,1,0,3,0,0,3,2,2
4615,1,1,1,3,0,0,3,2,2
4616,0,1,0,3,0,0,3,2,2
4617,1,1,3,1,0,0,3,2,2
4618,0,1,1,3,0,0,3,0,0
4619,1,1,3,3,1,1,3,2,2
4620,1,0,3,10,0,0,3,2,2
4622,1,0,3,1,0,0,3,1,1
4623,1,1,3,10,0,0,3,1,1
4624,1,1,3,10,0,0,3,1,1
4629,1,1,3,3,0,0,3,2,2
4630,1,1,3,3,0,0,3,0,0
4631,1,1,0,3,0,0,3,0,0
4632,1,1,0,10,1,1,3,2,2
4633,1,1,3,3,1,1,3,1,1
4634,1,1,1,3,11,1,3,2,2
4635,0,1,3,3,0,0,3,1,1
4636,1,1,3,1,0,0,3,0,0
4637,1,1,3,3,0,0,3,0,0
4638,1,1,3,10,0,0,3,0,0
4639,0,1,0,3,1,1,3,2,2
4640,0,1,0,3,11,1,3,2,2
4641,1,1,3,8,0,0,3,0,0
4642,1,1,3,1,0,0,3,2,2
4643,1,1,2,10,0,0,3,0,0
4644,0,1,4,3,1,1,3,2,2
4645,0,1,3,3,0,0,3,0,0
4646,1,1,1,10,0,0,3,0,0
4647,1,1,3,3,5,1,3,2,2
4648,1,1,3,2,0,1,3,2,2
4649,0,1,3,3,1,1,3,0,0
4650,0,1,0,3,0,0,3,0,0
4651,1,1,3,1,0,0,3,0,0
4652,1,1,1,8,1,0,3,2,2
4653,1,1,1,3,0,0,3,1,1
4654,1,1,2,10,0,0,3,0,0
4655,1,1,3,3,0,0,3,0,0
4656,1,1,3,1,0,0,3,0,0
4657,1,1,0,3,1,0,3,2,2
4658,1,1,3,1,0,0,3,2,2
4659,0,1,3,3,0,0,3,2,2
4660,1,1,1,8,0,0,3,0,0
4661,0,1,1,3,0,1,3,1,1
4662,0,1,0,3,1,1,3,0,0
4663,1,1,2,3,0,0,3,2,2
4664,1,0,3,6,0,0,3,1,1
4665,0,1,3,3,0,0,3,2,2
4666,1,1,1,3,0,0,3,2,2
4667,1,0,3,3,0,0,3,2,2
4668,1,1,3,10,1,1,3,1,1
4669,1,1,1,1,0,0,3,0,0
4670,1,1,1,3,0,0,3,1,1
4671,0,1,0,3,1,1,3,2,2
4672,1,1,3,8,1,1,3,0,0
4673,1,1,2,10,0,1,3,2,2
4674,1,1,2,10,0,0,3,0,0
4675,0,1,3,3,1,1,3,0,0
4676,1,1,3,6,1,0,3,1,1
4677,1,1,0,1,0,0,3,1,1
4678,1,1,3,3,0,0,3,2,2
